Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,RD_Intensity,Org_Complexity,base_hazard,cov_effect,hazard,Event_Time,Status,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Embed_1,Embed_2,Embed_3,Embed_4
8139,Manufacturing,USA,"23045,88368","0,614628216","-0,306330972","0,271884333",4,"0,048","0,897924877","0,043100394","54,66330713",1,,,,,0.009564672,0.115163125,0.002108898,-0.004095502
8140,Energy,LatAm,"21850,80869","0,612787808","0,122289655","0,35742929",1,"0,06","1,374620114","0,082477207","36,06232254",1,,,,,0.008391047,0.044365354,-0.0030750218,-0.010908566
8141,Energy,LatAm,"10933,54744","0,491024134","0,153357444","0,621030165",4,"0,06","0,395606074","0,023736364","126,0559012",1,,,,,-0.014954904,0.024543291,-0.009159248,0.0047475845
8142,Finance,Europe,"11026,64154",0,"0,57499428","0,86052599",5,"0,07","0,081654588","0,005715821","420,849281",1,,,,,0.0060489886,0.1199186,-0.01220301,0.004358031
8143,Services,LatAm,"26291,34304","0,763450802","0,242010741","0,075078633",3,"0,096","0,966210215","0,092756181","158,6601966",1,,,,,-0.0049476717,0.013124511,0.00010490231,-0.0014008507
8144,Technology,Europe,"16690,2454","0,233825214","0,20410466","0,725914296",2,"0,12","0,442053666","0,05304644","314,8454414",0,,,,,-0.004307566,0.039997745,-0.010784055,-0.015973572
8145,Energy,Europe,"33531,35084",1,"-0,086752802","0,585222385",5,"0,05","0,813948331","0,040697417","5,263633742",1,,,,,-0.021886466,0.08445255,-0.023851633,-0.014506098
8146,Manufacturing,Europe,"24632,58003","0,342604808","0,405312364","0,989753387",5,"0,06","0,151634563","0,009098074","3068,654622",1,,,,,-0.014625041,0.23624568,0.0013410887,0.011475004
8147,Manufacturing,Europe,"36287,14709","0,8619331","0,281868079","0,540287161",4,"0,06","0,631844468","0,037910668","1133,345946",0,,,,,-0.02604699,0.265825,-0.015201722,0.04318153
8148,Manufacturing,Europe,"82681,86892","0,231791456","0,058761611","0,260315247",5,"0,06","0,26152326","0,015691396","53,12713229",0,,,,,0.007797283,0.09939934,-0.047467057,0.029684335
8149,Technology,Europe,"23173,75093",0,"0,199531509","0,87301164",7,"0,12","0,064826726","0,007779207","2315,44823",1,,,,,-0.011805521,0.03885033,-0.051469494,-0.0029300004
8150,Energy,USA,"6457,158279","0,094828484","0,14861154","0,258804664",2,"0,04","0,479135833","0,019165433","2434,100981",1,,,,,-0.009371879,0.23068567,0.010365677,0.0007027313
8151,Retail,LatAm,"2635762,256","0,91724374","-0,234552893","0,03033543",3,"0,108","2,004211642","0,216454857","14,00452651",1,,,,,0.01684185,-0.009875463,0.020179737,0.0029219761
8152,Retail,LatAm,"6866,628603","0,406289935","-0,340018249","0,393158781",2,"0,108","1,16517788","0,125839211","14,91752164",1,,,,,0.0071770763,-0.035336368,0.016913068,-0.011687078
8153,Energy,USA,"75781,55701",1,"0,20648555","0,464931367",1,"0,04","2,140519949","0,085620798","124,9079203",0,,,,,-0.012678752,0.28225714,0.012232791,-0.019163117
8154,Services,LatAm,"24523,94582","0,440477302","0,292914403","0,555826154",1,"0,096","0,810493849","0,077807409","113,4237519",1,,,,,-0.0047366302,0.0047370153,0.023935866,-0.011776738
8155,Retail,LatAm,"11817,10677","0,542258208","0,089390874","0,328685817",5,"0,108","0,390492518","0,042173192","310,2510461",1,,,,,-0.008836107,-0.01022763,0.022517756,-0.010119662
8156,Energy,LatAm,"15166,38993","0,716120315","0,142454085","0,057283094",1,"0,06","1,827748424","0,109664905","0,362336119",1,,,,,0.0060487967,0.11719331,0.010004879,-0.03197377
8157,Retail,USA,"24973,00356",0,"0,047556706","0,197798129",2,"0,072","0,474043698","0,034131146","472,6062352",1,,,,,-0.0059853327,0.13874644,0.0006307326,-0.03879332
8158,Finance,Europe,"22581,55718","0,590817078","-0,222270855","0,519114332",6,"0,07","0,386331027","0,027043172","794,4788718",1,,,,,-0.037322387,0.11604355,-0.0091570215,0.027099632
8159,Retail,USA,"20380,55937",1,"0,092936357","0,48161019",5,"0,072","0,716238941","0,051569204","116,2903645",1,,,,,-0.029183963,0.2521539,-0.02121444,-0.039043743
8160,Services,LatAm,"9136,98109","0,832720615","0,225139108","0,207207492",4,"0,096","0,756039292","0,072579772","31,38436797",1,,,,,0.004403672,0.03371036,0.014068092,-0.011946
8161,Manufacturing,Europe,"17516,66808","0,580218233","0,31238453","0,52436339",3,"0,06","0,546490216","0,032789413","136,9105547",0,,,,,0.0026349034,0.08624776,-0.022241488,0.02507206
8162,Services,USA,"40522,42433",1,"-1,53498763","0,145637212",1,"0,064","14,32733174","0,916949231","18,74239014",0,,,,,-0.027940163,0.22054654,0.0018092655,-0.023296215
8163,Finance,Europe,"6170,961066","0,344073613","0,157078286","0,958155056",4,"0,07","0,267123176","0,018698622","60,22652123",0,,,,,-0.003136374,0.09279312,-0.0052275113,0.025879882
8164,Services,Europe,"17313,83657",1,"-1,103039656","1,030193712",2,"0,08","4,427976911","0,354238153","6,633420495",1,,,,,0.0066083837,0.2569176,-0.012039299,-0.013765357
8165,Manufacturing,USA,"36997,28837","0,965988204","-0,173548618","0,173678999",3,"0,048","1,888327326","0,090639712","112,7182547",1,,,,,0.010232008,0.21452649,-0.02750567,-0.00752981
8166,Energy,Europe,"12946,84714",0,"0,149291072","0,993528806",5,"0,05","0,11694454","0,005847227","2379,597448",1,,,,,0.0064418577,0.2546585,-0.002061651,-0.010736741
8167,Technology,Europe,"21346,94654","0,271909083","0,242777805","0,682592105",1,"0,12","0,621132886","0,074535946","106,1789937",1,,,,,-0.042202324,0.15632503,-0.020306002,0.015132271
8168,Services,LatAm,"18037,80578","0,752696838","0,348204742","0,674687701",0,"0,096","1,558146018","0,149582018","167,3487237",0,,,,,0.0010684263,0.15575083,0.0018654503,-0.021373414
8169,Finance,Europe,"3908,602461","0,812971774","-0,420209493","0,399676085",4,"0,07","1,271031927","0,088972235","223,1385813",1,,,,,-0.019919353,0.09685758,-0.01439475,0.006898433
8170,Services,LatAm,"90086,10794","0,70747226","0,607214958","0,432046724",2,"0,096","0,696261528","0,066841107","26,39016339",1,,,,,0.022954691,0.051812235,0.0055099046,-0.027123865
8171,Technology,USA,"13828,60277",1,"0,264109369","0,164039412",1,"0,096","2,348721002","0,225477216","53,52877958",1,,,,,-0.00649317,0.20869453,-0.0065774154,-0.005670175
8172,Finance,LatAm,"20691,43635","0,203294937","0,519302288","0,150005476",8,"0,084","0,067924219","0,005705634","1304,662588",1,,,,,0.009490379,-0.002159865,0.0102593275,-0.008026324
8173,Energy,USA,"8177,19691",0,"0,034758731","0,107454117",3,"0,04","0,372139763","0,014885591","2730,106877",0,,,,,0.010961247,0.25640902,0.017073482,0.0071242973
8174,Services,LatAm,"3042,247317","0,425018927","0,284194338","0,822810493",2,"0,096","0,517849203","0,049713523","140,2661929",1,,,,,0.012334077,-0.029787505,0.036502182,-0.0022804812
8175,Finance,LatAm,"37249,76905","0,321984155","0,613819791","0,321000057",2,"0,084","0,410104371","0,034448767","101,0010421",1,,,,,-0.012734083,0.0026462986,0.06647792,0.01711908
8176,Manufacturing,USA,"10575,75692","0,977047061","-0,528572546","0,119263288",3,"0,048","2,813731373","0,135059106","53,44384973",1,,,,,0.018093422,0.1906098,-0.024705375,-0.013208851
8177,Energy,Europe,"17482,62729","0,079836553","0,21444448","0,691763778",1,"0,05","0,476841304","0,023842065","131,0740328",1,,,,,0.0057774056,0.14426129,-0.020003095,0.0016512424
8178,Finance,USA,"14935,06456","0,368975654","-0,089648701","0,237851284",4,"0,056","0,50874241","0,028489575","255,4975413",1,,,,,-0.004501665,0.054868475,0.01986552,-0.0012231246
8179,Energy,LatAm,"14000,76385","0,651957925","0,096441996","0,352980561",3,"0,06","0,822838452","0,049370307","23,30982236",1,,,,,-0.0021855664,0.03864418,-0.007244273,0.0010834187
8180,Manufacturing,USA,"9634,434012",1,"-0,535067931","0,3127396",2,"0,048","3,591960417","0,1724141","54,97010627",1,,,,,-0.0005210526,0.15952475,0.0050721457,-0.0045093596
8181,Technology,LatAm,"14568,92614","0,609278235","0,038509649","0,449099082",2,"0,144","1,052173645","0,151513005","131,4373687",1,,,,,0.0127820335,0.15265363,0.010044127,0.0052082166
8182,Services,LatAm,"10929,48054","0,534611875","-0,294774604","0,591479426",4,"0,096","0,670958967","0,064412061","101,6428382",1,,,,,-0.0069279354,0.044286173,0.04886288,0.012361266
8183,Energy,Europe,"38966,79841","0,373441671","0,115145331","0,490123238",2,"0,05","0,670290256","0,033514513","257,7879504",1,,,,,0.0070338016,0.07587075,-0.04135683,-0.0029521063
8184,Manufacturing,Europe,"14240,75702","0,128146991","0,060616658","0,110309556",5,"0,06","0,240857225","0,014451433","153,1121276",1,,,,,-0.000496082,0.23148738,-0.0052574165,0.008192651
8185,Technology,Europe,"12702,97552","0,473406989","0,237915337","0,601749043",2,"0,12","0,651368741","0,078164249","145,6451451",1,,,,,-0.013926951,0.18727292,0.012039234,0.022814907
8186,Retail,LatAm,"20966,85534","0,488181154","0,046805749","0,016441036",2,"0,108","1,080307221","0,11667318","10,52348533",1,,,,,-0.036585502,0.16659877,0.019725993,-0.010438435
8187,Retail,LatAm,"20451,44985","0,422295594","0,008509664","0,8060728",5,"0,108","0,278565329","0,030085055","101,9199236",0,,,,,-0.007008383,0.121304095,0.024047084,0.006162159
8188,Services,Europe,"13058,26058","0,845283584","0,044537479","0,44477292",5,"0,08","0,607138367","0,048571069","78,79746062",1,,,,,-0.040106654,0.050030477,0.025711495,0.0069553033
8189,Manufacturing,LatAm,"6267,420486","0,45969985","0,376403873","0,85302869",7,"0,072","0,10933175","0,007871886","348,9183693",1,,,,,0.0037674326,0.10508059,0.0011639036,0.011620738
8190,Services,LatAm,"11408,53019","0,709643386","-0,420264793","0,296118937",3,"0,096","1,547545928","0,148564409","39,36766036",0,,,,,-0.00060839206,0.058965076,0.015869383,0.01872342
8191,Finance,Europe,"31286,87587",0,"0,839833224","0,282199488",6,"0,07","0,061980654","0,004338646","4855,063916",1,,,,,-0.024311258,0.104987785,0.02014301,0.025321536
8192,Retail,LatAm,"34143,22918","0,432788825","0,039318547","0,266490392",4,"0,108","0,485109565","0,052391833","618,4247261",1,,,,,0.034329087,-0.024803871,0.0062553966,-0.009349681
8193,Manufacturing,USA,"117676,1354",0,"1,314247108","0,241594368",3,"0,048","0,096806195","0,004646697","3851,969639",0,,,,,0.0053198505,0.18422471,0.0059173154,0.013106711
8194,Retail,LatAm,"27882,57214","0,784186471","0,131057831","0,266803354",2,"0,108","1,365909077","0,14751818","38,77707293",1,,,,,0.04529784,-0.046308927,0.014104796,-0.01216197
8195,Services,LatAm,"63287,09466","0,835382664","0,196376484","0,559577897",2,"0,096","1,193521958","0,114578108","44,36691636",1,,,,,0.010231019,-0.0058913617,0.025884818,0.00053696334
8196,Energy,Europe,"19360,65997","0,310282964","0,099461109","0,226543496",3,"0,05","0,523452802","0,02617264","1990,865907",0,,,,,-0.0011146348,0.11851214,-0.009550495,0.021249749
8197,Energy,LatAm,"4248,492293","0,771694224","0,215733216","0,593434286",1,"0,06","1,412118383","0,084727103","0,101715682",0,,,,,0.018339217,0.00019107154,-0.015776826,-0.007112764
8198,Manufacturing,USA,"34062,99791","0,152649836","0,930041492","0,13791571",2,"0,048","0,25410071","0,012196834","321,4522166",0,,,,,0.029342452,0.15811053,-0.0248748,-0.0072965696
8199,Services,LatAm,"20061,61753","0,665387982","-0,251539575","0,770417999",1,"0,096","1,758414495","0,168807792","2,497233276",1,,,,,0.025726864,-0.06525737,-0.018075284,-0.027661692
8200,Energy,USA,"56284,96253",1,"0,252847766","0,434809485",2,"0,04","1,536869401","0,061474776","41,49043266",1,,,,,0.06598034,0.04814701,-0.03067698,-0.03533438
8201,Energy,Europe,"8888,994914","0,568056685","0,100836358","0,478741897",3,"0,05","0,678329393","0,03391647","96,98767224",1,,,,,0.029996514,0.17934294,-0.016513154,-0.004977055
8202,Energy,Europe,"7511,185041","0,470011858","0,062602099","0,556343331",3,"0,05","0,585226704","0,029261335","43,81798743",1,,,,,0.010425449,0.23554385,-0.014511874,0.013747536
8203,Finance,Europe,"5227,452011","0,719934276","-0,589951514","0,357381492",4,"0,07","1,337981563","0,093658709","248,3464901",1,,,,,-0.020349769,0.15754475,0.008121164,0.03672696
8204,Retail,LatAm,"27815,80336","0,41148834","0,072798839","0,367111028",6,"0,108","0,23713591","0,025610678","16,78775504",1,,,,,0.0026967358,-0.027605286,0.015710045,-0.009833947
8205,Energy,USA,"16763,51632",0,"0,011213199","0,582568374",4,"0,04","0,222573613","0,008902945","282,3137014",1,,,,,0.01798762,0.2106881,0.0021102894,0.000268884
8206,Retail,Europe,"5251,187188",0,"0,066699154","0,490715738",0,"0,09","0,73193979","0,065874581","104,9777323",1,,,,,-0.012584126,0.078040406,0.02028045,0.022499412
8207,Retail,Europe,"6844,373045",1,"0,044720654","0,835112693",4,"0,09","0,850205665","0,07651851","231,9194416",1,,,,,-0.004217215,0.1319098,0.033176318,0.010816172
8208,Retail,Europe,"14265,50336","0,317859245","0,03761021","0,456201954",4,"0,09","0,371977348","0,033477961","98,08541039",1,,,,,-0.0003748387,0.29235855,0.06779376,0.0038727894
8209,Services,Europe,"29145,08311",0,"0,740572246","0,251604643",3,"0,08","0,17095164","0,013676131","109,0995152",0,,,,,0.0038142921,0.14500137,-0.0034395736,-0.0052593723
8210,Technology,Europe,"27953,71081","0,259652885","0,10499732","0,918062808",5,"0,12","0,1873926","0,022487112","312,0206601",1,,,,,-0.02252193,0.07368068,-0.0073566637,0.0029627234
8211,Manufacturing,Europe,"30499,91566",1,"-0,877224313","0,758032267",4,"0,06","2,22155673","0,133293404","32,36384876",1,,,,,0.011455506,0.13150823,-0.031831134,-0.013247602
8212,Finance,USA,"44555,71082","0,714703655","0,060869005","0,134383352",2,"0,056","1,410571303","0,078991993","523,0381809",1,,,,,-0.011317007,0.19831492,0.017198224,0.020555459
8213,Retail,LatAm,"20642,25111","0,880902852","0,039401443","0,350353783",3,"0,108","1,229707017","0,132808358","16,70212889",1,,,,,-0.0084409695,0.17033097,0.034837097,0.024006732
8214,Finance,USA,"17392,9025",1,"-0,790276704","0,298538779",1,"0,056","6,302884048","0,352961507","6,015321433",1,,,,,-0.026098067,0.17607583,7.0920214e-06,-0.015712492
8215,Manufacturing,LatAm,"8363,284214","0,760507058","-0,055728715","0,097460275",4,"0,072","0,949100263","0,068335219","102,8874746",1,,,,,-0.0127301905,0.1760044,0.007681926,0.022535048
8216,Manufacturing,Europe,"52102,61932","0,575247806","0,459710455","0,105972109",5,"0,06","0,316692249","0,019001535","25,47249541",0,,,,,-0.016843686,0.23384617,-0.0071194377,0.017619975
8217,Services,USA,"105140,7148","0,108130637","0,646812375","1,068393612",6,"0,064","0,059676723","0,00381931","862,2099015",1,,,,,-0.0087742545,0.1821431,-0.004438212,-0.01854569
8218,Finance,LatAm,"11868,32151","0,688733028","0,285067812","0,677788512",4,"0,084","0,453453511","0,038090095","78,64827333",0,,,,,-0.017871698,0.19897865,0.012776717,-0.019934952
8219,Retail,Europe,"6309,591266","0,563398776","0,107743465","0,013860586",0,"0,09","2,075961473","0,186836533","34,63405678",1,,,,,0.0030986983,0.11391522,-0.0027937526,0.021189593
8220,Energy,Europe,"80359,15912","0,47989196","0,174399145","0,097877004",3,"0,05","0,667978223","0,033398911","208,3454187",1,,,,,0.0089105405,0.17263743,-0.0027911589,0.00964728
8221,Energy,LatAm,"15998,48736","0,531294979","0,120264706","0,852057657",2,"0,06","0,705145534","0,042308732","250,9851431",1,,,,,0.0061281156,0.0947585,-0.0018723067,-0.0010298714
8222,Services,USA,"8130,336784",1,"-0,72294192","0,063751778",7,"0,064","1,09534133","0,070101845","322,1559168",0,,,,,0.03868872,0.29676792,-0.016024783,0.0026296824
8223,Services,Europe,"43413,20327","0,383824053","0,34316751","0,914809921",8,"0,08","0,07245161","0,005796129","2359,543037",0,,,,,0.055146925,0.28183615,-0.02786455,-0.0012215227
8224,Manufacturing,Europe,"23207,14512","0,050451737","-0,238256256","0,137136628",1,"0,06","0,946831196","0,056809872","80,55245681",1,,,,,0.019939702,0.2012368,-0.028280344,0.013669163
8225,Services,LatAm,"17527,43884","0,504830884","-0,489026061","0,265330174",5,"0,096","0,679503632","0,065232349","241,8852069",1,,,,,0.034226645,0.12102096,-0.01403298,-0.0075618997
8226,Energy,Europe,"14988,61238","0,253859503","0,121642845","0,479589963",4,"0,05","0,307079511","0,015353976","894,6275831",1,,,,,0.0032644141,0.0622963,-0.02105961,0.011823788
8227,Services,LatAm,"29053,76106","0,942316801","0,434108091","0,223057207",3,"0,096","0,968350187","0,092961618","36,10292272",0,,,,,0.042248625,0.044024654,0.0052310964,-0.015812777
8228,Energy,USA,"8794,970739","0,289512261","0,121250631","0,130927106",3,"0,04","0,520770521","0,020830821","22,97737336",1,,,,,0.03125662,0.26684183,-0.020851305,0.000689812
8229,Retail,Europe,"26255,99437","0,457994433","0,054497865","0,106727639",5,"0,09","0,398172466","0,035835522","189,1567242",1,,,,,-0.0002970826,0.108889446,-0.025972936,0.0152224675
8230,Energy,LatAm,"53488,14024","0,544369584","0,051414065","0,364045656",3,"0,06","0,728416327","0,04370498","464,729153",1,,,,,0.019094408,0.102233835,0.00021680165,-0.0138791725
8231,Manufacturing,USA,"23110,0928",1,"-0,606704715","0,313496508",1,"0,048","5,206753125","0,24992415","16,23946399",1,,,,,0.0046629943,0.21935128,-0.009768409,-0.006029591
8232,Services,USA,"53022,55836","0,330608856","0,169326668","0,2626136",0,"0,064","1,215651097","0,07780167","102,134382",1,,,,,0.0077688675,0.15095012,0.002365685,-0.04406096
8233,Finance,USA,"15194,66764",1,"-0,861426664","0,129024841",2,"0,056","5,457082159","0,305596601","7,241750969",1,,,,,-0.006219322,0.1621023,-0.00956317,-0.03596881
8234,Finance,USA,"7878,84609",0,"0,606867828","0,139304186",1,"0,056","0,376619487","0,021090691","84,27691465",0,,,,,-0.01179258,0.24391371,-0.012781851,-0.04782717
8235,Manufacturing,Europe,"26583,57598",0,"0,17121947","0,442382674",5,"0,06","0,150708042","0,009042483","239,0232929",0,,,,,0.0003870558,0.23818266,-0.014567689,0.003283687
8236,Energy,LatAm,"13565,52002","0,488829183","0,282205129","0,03205539",3,"0,06","0,628141983","0,037688519","151,3121124",1,,,,,0.0086228065,0.013265932,-0.014178956,-0.01968588
8237,Energy,LatAm,"28223,92128","0,203448117","-0,044059556","0,042309257",5,"0,06","0,309770711","0,018586243","1201,362254",0,,,,,0.016783636,0.015019683,-0.0257002,-0.033640217
8238,Retail,USA,"58633,39333","0,475887641","0,098904964","0,254590688",2,"0,072","0,893714554","0,064347448","241,1807458",1,,,,,-0.0110776,0.21463121,-0.02901787,-0.023199081
8239,Energy,USA,"8721,305563",0,"0,10978403","0,113935982",1,"0,04","0,627035563","0,025081423","66,61426374",1,,,,,0.020175323,0.061285645,-0.032311443,-0.026051585
8240,Services,LatAm,"22002,18782","0,329620133","-0,139616758","0,303091764",1,"0,096","1,200215443","0,115220682","38,51109079",1,,,,,0.0124080535,0.0595913,-0.022107486,-0.03924314
8241,Manufacturing,LatAm,"21828,85253","0,934796584","0,454135831","1,109666349",4,"0,072","0,446295437","0,032133271","18,06327673",0,,,,,0.014909447,0.07202257,-0.022181727,0.0007477775
8242,Retail,USA,"13577,14092",1,"0,031600195","0,392701954",2,"0,072","1,958245322","0,140993663","316,4393091",1,,,,,-0.016622888,0.14902876,-0.023196243,-0.047690634
8243,Finance,USA,"30648,53164",0,"1,073037807","0,284695379",1,"0,056","0,219723466","0,012304514","774,8920574",1,,,,,-0.040988907,0.29503584,-0.01391454,-0.09985383
8244,Services,LatAm,"17361,90486","0,589347758","0,361121382","0,452962899",2,"0,096","0,738169952","0,070864315","109,9726612",0,,,,,0.023605755,-0.055535942,-0.0118651,-0.014905825
8245,Energy,USA,"4638,922545",0,"0,080959119","0,073522922",2,"0,04","0,487863034","0,019514521","194,5231932",1,,,,,-0.018478239,0.12887885,-0.014595315,-0.07653896
8246,Services,LatAm,"26339,47115",1,"0,006605152","0,220114481",5,"0,096","0,889885574","0,085429015","34,04422385",1,,,,,0.03855753,-0.050268047,-0.00018822774,-0.032340087
8247,Retail,Europe,"348504,6247","0,686600974","0,030713707","0,165560308",3,"0,09","1,016542944","0,091488865","51,50830196",1,,,,,-0.017917106,0.27520365,-0.027055115,-0.0242626
8248,Energy,USA,"93178,6339",0,"0,294607325","0,24402911",0,"0,04","0,659270156","0,026370806","9,902447885",1,,,,,-0.031030418,0.10176523,-0.0006982004,-0.090385295
8249,Manufacturing,Europe,"27709,44362","0,368341352","0,332953461","0,174411008",1,"0,06","0,84565235","0,050739141","11,88372024",1,,,,,0.017573446,0.0969204,-0.029905748,0.0037916675
8250,Manufacturing,LatAm,"23275,79793","0,482727894","1,210009456","0,386375221",3,"0,072","0,206159482","0,014843483","283,2923825",1,,,,,0.016378641,0.11161812,0.0016890382,-0.008695081
8251,Retail,USA,"10354,46401","0,346852041","-0,014683727","0,884000143",3,"0,072","0,446177563","0,032124785","321,8114241",0,,,,,-0.0066302456,0.16742206,-0.027281363,-0.040214542
8252,Technology,LatAm,"48207,43564","0,773005904","0,126327184","1,046240637",3,"0,144","0,677098416","0,097502172","9,292773919",0,,,,,-0.0288113,0.10115272,-0.0046199914,-0.008517414
8253,Retail,LatAm,"6516,642755","0,201402549","0,100967201","0,05430447",1,"0,108","0,881601084","0,095212917","46,95073675",1,,,,,0.008925697,0.026407674,-0.025626842,-0.035570152
8254,Retail,USA,"35884,02886",1,"0,066988884","0,261109501",4,"0,072","1,107888959","0,079768005","139,5611584",1,,,,,0.005533481,0.098421,-0.03615454,-0.039459493
8255,Services,USA,"37482,25474",0,"0,881767834","0,188654934",6,"0,064","0,062281223","0,003985998","5863,445624",1,,,,,0.0006355103,0.23987968,0.0057575116,-0.019722737
8256,Energy,LatAm,"104682,898","0,163524808","0,289027461","0,93349226",3,"0,06","0,244024566","0,014641474","3821,199646",1,,,,,-0.00407408,0.026484018,-0.010546554,-0.052238617
8257,Services,Europe,"5573,726209","0,911397517","-1,116044543","0,72386464",5,"0,08","1,861175911","0,148894073","11,74479507",1,,,,,-0.005540965,0.2133419,0.009571199,0.027439438
8258,Manufacturing,USA,"18883,12684","0,247517783","0,168373887","0,515290906",6,"0,048","0,156493208","0,007511674","1846,516183",1,,,,,-0.022536883,0.2455418,0.029165223,0.030995585
8259,Manufacturing,USA,"34553,82076",1,"-0,067721985","0,308747742",2,"0,048","2,255446852","0,108261449","20,9792252",1,,,,,-0.029878119,0.18169843,0.012579882,0.038489692
8260,Retail,LatAm,"10938,64737","0,838392196","0,101718553","0,112876834",3,"0,108","1,220708374","0,131836504","39,13126179",1,,,,,-0.02301524,0.1536047,-0.010321379,-0.022110965
8261,Technology,Europe,"11936,03951","0,45428444","0,150362382","0,929910002",5,"0,12","0,238379646","0,028605558","439,2887885",1,,,,,-0.020751493,0.08019607,-0.00835236,-0.0026405752
8262,Retail,USA,"18921,87634","0,571159079","0,053261668","0,693025598",3,"0,072","0,642084189","0,046230062","180,536421",1,,,,,-0.030164467,0.2623701,0.009585789,-0.0010721311
8263,Energy,LatAm,"35242,02751","0,533684429","0,035899147","0,371689719",0,"0,06","1,783865497","0,10703193","104,8422707",1,,,,,-0.017680066,0.076817535,-0.01471349,-0.016158283
8264,Manufacturing,USA,"6797,071572",1,"-0,557658112","0,497019883",2,"0,048","3,35062927","0,160830205","14,47679577",1,,,,,-0.029678041,0.34378457,0.013324455,-0.015533201
8265,Services,USA,"6170,418271",1,"-0,646901403","0,215697281",1,"0,064","5,69194924","0,364284751","17,60394704",1,,,,,-0.015939275,0.35218534,0.021891046,0.00583788
8266,Energy,LatAm,"23852,48382","0,098376619","0,07933919","0,14630702",0,"0,06","0,995084351","0,059705061","4,055348886",0,,,,,-0.01591106,-0.043351326,-0.06712135,-0.022021286
8267,Manufacturing,Europe,"45125,25853","0,115091332","0,585942219","0,38682185",6,"0,06","0,09011072","0,005406643","595,4287088",1,,,,,-0.027401531,0.28029713,0.004773195,-0.010193281
8268,Finance,Europe,"23399,14719","0,783508975","0,260327856","0,272030789",3,"0,07","0,885963268","0,062017429","203,975719",1,,,,,-0.03403361,0.22874384,-0.014383778,-0.019553322
8269,Energy,LatAm,"38143,09543","0,668448123","0,015102752","0,393547621",3,"0,06","0,896547165","0,05379283","402,7465347",1,,,,,-0.015563963,-0.10285871,-0.09125488,-0.01758214
8270,Technology,USA,"7485,185018",1,"0,272830026","0,977607339",0,"0,096","2,09251419","0,200881362","174,9997687",1,,,,,-0.01255439,0.30397427,0.0141398,-0.0012225211
8271,Retail,USA,"20260,55819","0,360541529","0,012226329","0,443037344",2,"0,072","0,746072343","0,053717209","79,9618875",1,,,,,-0.026570486,0.30935705,0.009246795,-0.031388786
8272,Finance,Europe,"15030,27702","0,311259398","-0,14159107","0,494058973",1,"0,07","1,063378051","0,074436464","0,075024118",1,,,,,-0.01803849,0.13173153,-0.006923142,0.016548008
8273,Services,USA,"18512,165",0,"0,747581951","0,622430728",1,"0,064","0,256969645","0,016446057","135,4805604",1,,,,,-0.04064837,0.33715263,0.003436245,-0.052692205
8274,Manufacturing,LatAm,"9669,881842","0,356904445","-0,274440487","0,395793659",1,"0,072","1,36601853","0,098353334","73,3603242",1,,,,,-0.026434703,0.10166267,-0.036217004,0.011743747
8275,Services,USA,"12373,71015","0,294778917","0,392173709","0,71021708",2,"0,064","0,404495821","0,025887733","97,96634769",1,,,,,-0.06418391,0.23909052,-0.028669447,-0.07544476
8276,Finance,Europe,"56729,80435","0,855090542","-0,515136067","0,285753099",3,"0,07","2,12738884","0,148917219","26,06652637",1,,,,,-0.015614996,0.11763352,-0.002606254,-0.006368004
8277,Manufacturing,Europe,"24300,39732",1,"-0,333116086","1,156755651",0,"0,06","3,506920353","0,210415221","48,52059187",1,,,,,0.0108737415,0.12107798,0.029550347,0.0058565214
8278,Manufacturing,USA,"108566,7958","0,239773474","0,997871718","0,175497628",6,"0,048","0,079981468","0,00383911","2311,799736",1,,,,,-0.0012736637,0.21188395,0.021582533,-0.010938369
8279,Finance,LatAm,"26543,45919","0,542207065","0,408106882","0,764300408",0,"0,084","1,023321298","0,085958989","108,0486542",1,,,,,-0.013617812,0.06507311,-0.008525291,-0.0047683194
8280,Services,LatAm,"33224,83299","0,660289407","-0,063554684","0,240170804",2,"0,096","1,396408233","0,13405519","22,58063997",1,,,,,-0.024986045,0.061711054,-0.014876399,-0.028821528
8281,Technology,LatAm,"58744,16521","0,321589238","0,071255908","0,460557308",3,"0,144","0,487165828","0,070151879","34,55760176",1,,,,,-0.00807452,0.18527295,0.019170541,0.0031245798
8282,Energy,USA,"41762,25116","0,319605327","0,1196149","0,796506564",6,"0,04","0,159062163","0,006362487","1870,005205",1,,,,,-0.013337357,0.12462488,-0.031934608,-0.00089965016
8283,Energy,Europe,"23617,54161","0,44121484","0,171825491","0,472156138",2,"0,05","0,707454969","0,035372748","46,70233217",1,,,,,0.013005036,0.21699108,0.03186929,0.014529176
8284,Retail,USA,"112624,4581","0,652606153","0,056696029","0,520967345",2,"0,072","1,063674611","0,076584572","106,13166",0,,,,,-0.018534916,0.17795368,-0.0047555687,-0.03214348
8285,Retail,Europe,"14396,91798","0,540530922","0,084370884","0,64482594",1,"0,09","1,109614357","0,099865292","45,97356424",1,,,,,0.0075068288,0.17860451,-0.017451297,-0.007790379
8286,Services,Europe,"44146,00482",0,"0,360862378","0,456926803",3,"0,08","0,225524658","0,018041973","72,53943766",1,,,,,-0.00017896481,0.07203538,-0.0069366675,-0.009801619
