Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,RD_Intensity,Org_Complexity,base_hazard,cov_effect,hazard,Event_Time,Status,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
9641,Retail,Europe,"23156,2569",1,"0,107282352","0,977649534",4,"0,09","0,743707759","0,066933698","44,92628795",1,,,,
9642,Retail,USA,"22743,83231","0,768806263","0,023409809","0,096336525",2,"0,072","1,618712893","0,116547328","20,38239698",1,,,,
9643,Technology,Europe,"23205,64022",0,"0,10812521","0,681793627",4,"0,12","0,192237821","0,023068538","329,0509591",1,,,,
9644,Retail,USA,"18828,27949","0,467326568","0,073637486","0,182464681",5,"0,072","0,38141015","0,027461531","98,54642041",1,,,,
9645,Retail,USA,"85953,20322","0,309808971","0,095083824","0,304042395",4,"0,072","0,374414591","0,026957851","572,5895766",1,,,,
9646,Manufacturing,Europe,"31903,04842","0,227280519","0,591525004","0,150401017",0,"0,06","0,721946145","0,043316769","405,5399769",1,,,,
9647,Manufacturing,USA,"14912,58755","0,379465947","-0,104157932","0,494112112",3,"0,048","0,622694529","0,029889337","6,606120916",0,,,,
9648,Energy,LatAm,"25189,1887","0,919448589","0,138106789","0,393528976",3,"0,06","1,155232481","0,069313949","201,0895517",1,,,,
9649,Services,Europe,"4013,295626","0,894038897","-0,878317304","0,303480477",2,"0,08","4,338963136","0,347117051","11,12552972",1,,,,
9650,Manufacturing,LatAm,"42071,15556","0,45933039","-0,111439101","0,483087737",4,"0,072","0,526707885","0,037922968","465,2299153",1,,,,
9651,Services,USA,"9568,854318","0,761752237","0,125374024","0,133749387",3,"0,064","1,051670274","0,067306898","32,97399163",1,,,,
9652,Energy,LatAm,"10105,92523","0,635774539","0,09455231","0,483423396",2,"0,06","1,017550023","0,061053001","190,5678367",1,,,,
9653,Technology,USA,"8165,254262","0,312423597","0,183213165","0,426318061",6,"0,096","0,177686094","0,017057865","554,6599784",1,,,,
9654,Energy,USA,"17150,94022","0,778446475","0,07877248","0,074892756",3,"0,04","1,163521118","0,046540845","32,51519447",1,,,,
9655,Technology,USA,"21969,20457","0,061350717","0,03034764","0,335503481",5,"0,096","0,200674055","0,019264709","281,2569265",0,,,,
9656,Services,USA,"4001,196853","0,77139415","-0,549638266","0,802163771",1,"0,064","2,733677044","0,174955331","32,42917178",1,,,,
9657,Retail,USA,"21443,96002","0,390472078","0,006156529","0,841135238",4,"0,072","0,353095743","0,025422894","77,03844793",0,,,,
9658,Services,USA,"37831,52233",0,"-0,243063977","0,641630334",2,"0,064","0,50775756","0,032496484","485,8248932",1,,,,
9659,Technology,Europe,"9644,810518","0,477523673","0,160196478","0,851108504",3,"0,12","0,463260745","0,055591289","21,53150453",1,,,,
9660,Technology,Europe,"5926,426483",1,"0,140906107","1,170834089",2,"0,12","1,18967106","0,142760527","4,095112584",1,,,,
9661,Retail,LatAm,"17544,2652","0,694966501","0,123301944","0,211211615",1,"0,108","1,671200115","0,180489612","54,83541939",1,,,,
9662,Energy,LatAm,"27912,36934","0,697125234","0,221988443","0,168501977",5,"0,06","0,467408543","0,028044513","340,0817869",1,,,,
9663,Services,USA,"22838,83495","0,847201268","-0,302502676","0,091527893",2,"0,064","2,528283545","0,161810147","13,88290848",1,,,,
9664,Technology,LatAm,"23163,83918","0,354381446","0,17174055","1,196252198",2,"0,144","0,432447442","0,062272432","474,861153",1,,,,
9665,Energy,LatAm,"13820,6018","0,752793772","0,160786416","0,283242981",3,"0,06","0,929398897","0,055763934","139,707479",1,,,,
9666,Finance,Europe,"17076,0494","0,334925638","0,35392955","0,449792422",3,"0,07","0,376650603","0,026365542","232,0358263",0,,,,
9667,Energy,LatAm,"8435,749831","0,322318162","0,124477285","0,550770599",4,"0,06","0,327461319","0,019647679","31,40736572",1,,,,
9668,Retail,LatAm,"12374,91348","0,590697675","0,063093145","0,197334914",2,"0,108","1,132339572","0,122292674","150,5790218",1,,,,
9669,Energy,LatAm,"22277,31861","0,916432322","0,269662589","0,240181366",6,"0,06","0,442592946","0,026555577","257,5929503",1,,,,
9670,Technology,USA,"25228,38024","0,138307151","0,093047384","2,016482387",1,"0,096","0,303058976","0,029093662","401,5612916",1,,,,
9671,Finance,USA,"15032,49031",1,"-0,362817916","0,160412293",3,"0,056","2,417204651","0,13536346","423,1453379",1,,,,
9672,Retail,Europe,"47464,44643","0,923427928","0,017125145","0,290055879",1,"0,09","2,516801395","0,226512126","10,9268118",1,,,,
9673,Manufacturing,Europe,"35918,0935",0,"0,174738676","0,098974956",4,"0,06","0,240694652","0,014441679","576,7372004",1,,,,
9674,Energy,LatAm,"5022,638632","0,528193882","0,100586249","0,456539698",4,"0,06","0,478755488","0,028725329","806,6243311",1,,,,
9675,Energy,Europe,"5538,162803","0,54445692","0,032211069","0,827215982",4,"0,05","0,436427208","0,02182136","428,7410953",1,,,,
9676,Finance,LatAm,"25261,99254","0,623254364","0,190371402","0,51093175",4,"0,084","0,491174542","0,041258662","62,05191962",1,,,,
9677,Technology,USA,"14201,72187","0,777431263","0,15224622","1,058961505",1,"0,096","1,202520682","0,115441985","9,528533311",1,,,,
9678,Manufacturing,USA,"10112,56015","0,269165328","-0,362224428","1,205468461",2,"0,048","0,646125313","0,031014015","80,61290239",1,,,,
9679,Technology,Europe,"14798,6036","0,083068334","0,185421335","1,394556079",2,"0,12","0,2571497","0,030857964","11,01425107",1,,,,
9680,Finance,LatAm,"8407,99627","0,410072265","-0,216324064","0,659685104",5,"0,084","0,368464801","0,030951043","369,6960183",0,,,,
9681,Technology,LatAm,"15563,90307","0,747027339","0,252841022","0,757170513",4,"0,144","0,491209152","0,070734118","39,07616567",1,,,,
9682,Finance,USA,"34192,27703","0,722547386","0,021955536","0,238998373",3,"0,056","1,04327662","0,058423491","85,88555641",1,,,,
9683,Manufacturing,USA,"21871,28524","0,363518851","-0,349334229","0,67527647",2,"0,048","0,957886743","0,045978564","331,5581951",1,,,,
9684,Energy,USA,"10535,62518","0,228779884","0,068252173","0,31261828",4,"0,04","0,339123311","0,013564932","316,3721823",1,,,,
9685,Technology,USA,"10536,89779",1,"0,325727321","0,797426052",1,"0,096","1,608914378","0,15445578","56,91734749",1,,,,
9686,Technology,USA,"16256,13532","0,727937472","0,272952183","0,378840349",4,"0,096","0,565261881","0,054265141","174,1300222",1,,,,
9687,Technology,Europe,"58305,23973","0,456919242","0,109867386","0,696399901",5,"0,12","0,280077628","0,033609315","975,1597232",0,,,,
9688,Manufacturing,USA,"36898,87476","0,912553829","0,146407408","1,031017801",5,"0,048","0,452446586","0,021717436","234,0704254",0,,,,
9689,Retail,USA,"54392,66148",0,"-0,001169105","0,289979166",3,"0,072","0,352106893","0,025351696","688,3706381",0,,,,
9690,Manufacturing,LatAm,"4671,440297","0,523753384","-0,681242065","0,308926515",3,"0,072","1,510451908","0,108752537","117,5445654",1,,,,
9691,Services,Europe,"27737,52514","0,558267457","-0,174387094","0,517820683",2,"0,08","1,165182745","0,09321462","77,8587157",1,,,,
9692,Technology,LatAm,"38840,72463","0,756143592","0,186439953","0,35249326",5,"0,144","0,482646298","0,069501067","566,4498998",1,,,,
9693,Technology,LatAm,"8737,661393","0,380519491","0,161349874","0,807452183",4,"0,144","0,302916912","0,043620035","30,58901004",1,,,,
9694,Finance,USA,"65516,35936","0,793993408","0,045214221","0,119040476",2,"0,056","1,62621569","0,091068079","261,3919793",1,,,,
9695,Manufacturing,USA,"4147,136305",1,"-0,861452918","0,450567968",5,"0,048","1,889229236","0,090683003","159,4196413",0,,,,
9696,Manufacturing,Europe,"28747,16735","0,95503093","0,406273576","0,261295457",7,"0,06","0,299879393","0,017992764","116,2198204",0,,,,
9697,Energy,LatAm,"5013,758283","0,666453119","0,135821697","0,353288529",1,"0,06","1,472871235","0,088372274","1,336355015",1,,,,
9698,Technology,Europe,"31217,96365",0,"0,023009897","0,433209043",5,"0,12","0,175588091","0,021070571","165,6393956",1,,,,
9699,Energy,Europe,"24305,32446","0,715852285","0,129763286","0,141769522",2,"0,05","1,314071564","0,065703578","177,4664555",1,,,,
9700,Technology,LatAm,"23826,20455","0,728463881","0,152248686","2,053663847",5,"0,144","0,20466418","0,029471642","924,2083029",0,,,,
9701,Technology,LatAm,"43966,21409","0,745692992","0,306737032","0,246053948",4,"0,144","0,599760711","0,086365542","104,1709727",1,,,,
9702,Energy,LatAm,"23215,52115","0,167153451","0,158149562","0,104689573",4,"0,06","0,313560118","0,018813607","544,8718727",1,,,,
9703,Services,Europe,"7701,970708","0,572211877","0,046034546","0,222352135",2,"0,08","1,106395243","0,088511619","20,51727852",1,,,,
9704,Energy,LatAm,"14880,56486","0,486218954","0,232927292","0,973819704",4,"0,06","0,304066542","0,018243993","512,4323851",1,,,,
9705,Finance,Europe,"39823,85073",1,"-0,362324768","0,265661629",3,"0,07","2,292158509","0,160451096","50,20505151",1,,,,
9706,Retail,Europe,"64849,76272","0,496514526","0,132569392","0,351847939",4,"0,09","0,465929207","0,041933629","357,4800132",1,,,,
9707,Retail,LatAm,"17567,01319","0,469236354","0,109794403","0,020612355",4,"0,108","0,539967649","0,058316506","98,05659351",0,,,,
9708,Retail,LatAm,"14690,09922","0,700774658","0,069577698","0,171782596",2,"0,108","1,344057454","0,145158205","81,05891331",1,,,,
9709,Manufacturing,USA,"12330,54256","0,577878597","0,276687422","0,114193233",5,"0,048","0,380234868","0,018251274","250,0241117",1,,,,
9710,Manufacturing,USA,"31562,97516",1,"0,142548945","0,213458181",2,"0,048","1,91692428","0,092012365","134,5089138",1,,,,
9711,Finance,USA,"29457,8678",1,"-0,353620395","0,259338118",2,"0,056","3,07698843","0,172311352","156,2392627",1,,,,
9712,Energy,USA,"40245,43162",1,"0,064593017","1,22138795",1,"0,04","1,68997377","0,067598951","83,33169349",0,,,,
9713,Manufacturing,LatAm,"120055,7647","0,607691777","0,81281918","0,412449691",6,"0,072","0,148450107","0,010688408","150,7547191",0,,,,
9714,Finance,Europe,"56237,4124",0,"1,52007059","0,756473278",1,"0,07","0,110990882","0,007769362","1391,714413",1,,,,
9715,Manufacturing,Europe,"30575,497","0,667006806","0,117436053","0,275678058",5,"0,06","0,47012114","0,028207268","433,8265584",1,,,,
9716,Manufacturing,USA,"11559,97031","0,928375555","-0,266860011","0,364701417",1,"0,048","3,244861391","0,155753347","24,12641914",1,,,,
9717,Services,LatAm,"7784,191992","0,376015688","-0,72514175","0,520113619",5,"0,096","0,62444531","0,05994675","207,3522228",1,,,,
9718,Manufacturing,LatAm,"72143,42383","0,827184174","-0,175883729","0,223891055",4,"0,072","1,110393506","0,079948332","119,1305945",0,,,,
9719,Energy,LatAm,"12719,22045","0,588433766","0,018527872","0,067717285",1,"0,06","1,699381114","0,101962867","154,0985101",1,,,,
9720,Technology,Europe,"3347,950977",1,"0,182693352","1,038180306",5,"0,12","0,495700431","0,059484052","307,0852066",1,,,,
9721,Retail,LatAm,"24179,61314","0,647427346","0,070000245","0,275944559",2,"0,108","1,177235031","0,127141383","257,8620695",1,,,,
9722,Technology,Europe,"45258,57582",0,"0,225426415","0,637121163",2,"0,12","0,318546443","0,038225573","343,031626",0,,,,
9723,Finance,Europe,"7872,90036","0,389238551","0,2419716","0,355644486",3,"0,07","0,479056844","0,033533979","134,1039506",0,,,,
9724,Manufacturing,LatAm,"4464,142815","0,347155883","0,858581714","0,214925616",4,"0,072","0,192952603","0,013892587","181,3780713",1,,,,
9725,Technology,Europe,"22804,12236","0,233268041","0,205404251","0,584555859",2,"0,12","0,473416315","0,056809958","264,4178741",1,,,,
9726,Energy,LatAm,"23909,39701","0,42176954","0,125075078","0,137774747",2,"0,06","0,851029793","0,051061788","122,360296",1,,,,
9727,Energy,LatAm,"3249,1346","0,2861183","0,137438048","0,220493741",1,"0,06","0,888245183","0,053294711","3,093972582",1,,,,
9728,Finance,Europe,"22618,53042","0,67387801","-0,470132894","0,216586125",2,"0,07","2,165512051","0,151585844","62,27317194",1,,,,
9729,Technology,Europe,"7926,547339","0,331262023","0,245501967","0,986863011",2,"0,12","0,430830542","0,051699665","546,2980842",1,,,,
9730,Retail,USA,"23247,97414","0,672975718","0,034480043","0,461713696",8,"0,072","0,190925245","0,013746618","154,2473094",1,,,,
9731,Finance,Europe,"103478,6705","0,871919916","0,024648767","0,703864748",3,"0,07","1,031793688","0,072225558","126,1817342",1,,,,
9732,Retail,LatAm,"42946,12271","0,954082642","0,097712062","0,100938142",8,"0,108","0,327241395","0,035342071","346,0636103",1,,,,
9733,Energy,LatAm,"29380,46622","0,780360536","-0,010353547","0,262660554",3,"0,06","1,16132788","0,069679673","169,5322648",1,,,,
9734,Manufacturing,Europe,"26723,03694","0,457056901","-0,137825219","0,254404732",2,"0,06","1,100988271","0,066059296","116,8340842",1,,,,
9735,Energy,USA,"27555,28891","0,050198014","0,213825859","0,384943777",2,"0,04","0,394159068","0,015766363","85,6854789",1,,,,
9736,Manufacturing,LatAm,"10946,20556","0,917185658","-0,857530705","1,355142286",4,"0,072","1,427233634","0,102760822","69,08341305",1,,,,
9737,Services,USA,"28093,08777",0,"0,858019884","0,977008909",3,"0,064","0,105766194","0,006769036","1506,6528",1,,,,
9738,Finance,USA,"11762,15183","0,235984212","-0,033336393","0,826620373",1,"0,056","0,721807009","0,040421193","31,39192334",1,,,,
9739,Services,Europe,"59343,10572",0,"1,143139885","0,315348409",4,"0,08","0,082018201","0,006561456","2998,742801",1,,,,
9740,Manufacturing,USA,"127556,5745",0,"1,272008112","0,199497001",3,"0,048","0,10313086","0,004950281","1299,93052",1,,,,
9741,Retail,USA,"30800,7381",1,"0,002686498","0,108283035",3,"0,072","1,721458651","0,123945023","182,8464719",1,,,,
9742,Finance,Europe,"9173,662819",0,"0,10559673","0,230287322",4,"0,07","0,24153512","0,016907458","602,2181085",1,,,,
9743,Technology,Europe,"38785,43881","0,845664139","0,073705826","2,218919083",4,"0,12","0,328023785","0,039362854","974,1562896",1,,,,
9744,Technology,USA,"6121,644138","0,850211029","0,369092173","0,131227202",2,"0,096","1,272025828","0,12211448","77,79817567",1,,,,
9745,Finance,USA,"42809,24262","0,593349228","-0,004678634","0,954050126",4,"0,056","0,457342559","0,025611183","1556,548269",1,,,,
9746,Services,USA,"28364,82563","0,873117832","0,727342038","0,472495268",3,"0,064","0,574696661","0,036780586","7,03612529",0,,,,
9747,Finance,LatAm,"75716,90244","0,49978991","-0,030709329","0,58745739",1,"0,084","1,205224069","0,101238822","45,07562519",1,,,,
9748,Finance,USA,"47151,64241",0,"0,952187145","0,161238476",2,"0,056","0,195380491","0,010941308","3013,972438",0,,,,
9749,Technology,LatAm,"13079,60576","0,84150276","0,11627178","0,054639391",3,"0,144","1,244411421","0,179195245","199,3218107",1,,,,
9750,Retail,LatAm,"19900,50299","0,706054416","0,046890711","0,019798492",1,"0,108","2,018372848","0,217984268","190,395514",1,,,,
9751,Finance,USA,"15312,65743","0,297289523","0,560170205","0,574195557",1,"0,056","0,49592345","0,027771713","33,88742696",1,,,,
9752,Manufacturing,LatAm,"28153,45851","0,555437359","0,776531352","0,456503511",5,"0,072","0,187941024","0,013531754","977,6747805",1,,,,
9753,Energy,Europe,"7740,775721","0,381822601","0,123782519","0,94933121",3,"0,05","0,396248308","0,019812415","80,56978002",1,,,,
9754,Finance,USA,"73141,02793","0,423613981","0,25198726","0,442149202",5,"0,056","0,262464121","0,014697991","461,0820085",1,,,,
9755,Finance,USA,"40239,12145","0,544149751","0,233230622","0,40525903",2,"0,056","0,80281136","0,044957436","327,5117013",1,,,,
9756,Technology,Europe,"6766,181281","0,690754388","0,1125315","0,36087637",1,"0,12","1,557624489","0,186914939","180,4557465",0,,,,
9757,Services,USA,"11338,13143","0,552558476","-0,256406811","0,7468653",2,"0,064","1,11830246","0,071571357","17,02162894",1,,,,
9758,Services,Europe,"46000,72161","0,690768255","0,085601084","0,523198457",0,"0,08","1,991627354","0,159330188","8,190794428",1,,,,
9759,Retail,LatAm,"74568,40376","0,479785437","0,040918888","0,547754682",5,"0,108","0,334500109","0,036126012","25,63247703",1,,,,
9760,Energy,Europe,"16823,4498","0,422397071","0,14396284","0,374552574",5,"0,05","0,301904807","0,01509524","146,1682588",1,,,,
9761,Manufacturing,USA,"25282,82668","0,498128431","0,150052149","0,241276714",2,"0,048","0,883823533","0,04242353","267,5643342",1,,,,
9762,Technology,Europe,"14206,64202","0,593047085","0,146385709","1,503139485",3,"0,12","0,403174897","0,048380988","24,49673701",1,,,,
9763,Retail,USA,"28250,47695","0,550470768","0,054327808","0,539591945",3,"0,072","0,671381582","0,048339474","161,3925025",1,,,,
9764,Energy,LatAm,"109346,3829","0,580267779","0,022979958","0,481684481",3,"0,06","0,745708481","0,044742509","788,2350956",1,,,,
9765,Services,USA,"10515,31355",0,"0,361169615","0,695233007",3,"0,064","0,200130401","0,012808346","375,0022247",0,,,,
9766,Energy,LatAm,"20645,29701","0,525870013","0,022896108","0,348926129",2,"0,06","0,991482331","0,05948894","31,14071366",1,,,,
9767,Technology,LatAm,"19961,81101","0,649442891","0,099382559","0,787257872",4,"0,144","0,487313727","0,070173177","5,172948996",1,,,,
9768,Technology,LatAm,"84258,75009","0,333115077","0,145679741","0,350995031",3,"0,144","0,486020419","0,06998694","219,998596",1,,,,
9769,Energy,Europe,"15106,98829",0,"0,266255604","1,476974444",2,"0,05","0,200941225","0,010047061","2838,67419",1,,,,
9770,Retail,LatAm,"9460,830197","0,773455977","0,044810719","0,650327454",4,"0,108","0,663789313","0,071689246","99,37703568",1,,,,
9771,Finance,Europe,"13829,82112","0,749983367","-0,138651134","0,652444546",3,"0,07","1,038112241","0,072667857","15,7998822",1,,,,
9772,Finance,LatAm,"24291,68312","0,706523728","-0,279410341","1,120400113",3,"0,084","0,886030306","0,074426546","69,83556214",1,,,,
9773,Services,LatAm,"11734,93892","0,655190733","0,185337003","0,405987485",3,"0,096","0,736722013","0,070725313","66,8341667",1,,,,
9774,Energy,Europe,"37648,07417","0,004264651","0,374553039","0,707740413",2,"0,05","0,266594562","0,013329728","128,9664232",1,,,,
9775,Technology,USA,"7039,847127","0,753578113","0,19870078","0,825982553",0,"0,096","1,679800628","0,16126086","3,467334691",1,,,,
9776,Retail,LatAm,"30336,76669","0,552048544","0,034931604","0,055523115",4,"0,108","0,647510451","0,069931129","227,4002037",0,,,,
9777,Retail,USA,"25108,83822","0,833456353","0,03703432","0,328809227",5,"0,072","0,63682881","0,045851674","82,79199516",1,,,,
9778,Energy,Europe,"34423,91381","0,605014423","0,054886238","0,155623668",3,"0,05","0,882341211","0,044117061","58,39419816",0,,,,
9779,Manufacturing,USA,"22195,88292","0,314284971","0,337443642","1,047069798",3,"0,048","0,275394384","0,01321893","1607,353614",1,,,,
9780,Energy,USA,"67617,79518","0,29771756","0,187383571","0,325770341",4,"0,04","0,331644257","0,01326577","1211,646137",0,,,,
9781,Retail,Europe,"18306,05036","0,013257619","0,030067088","0,444929913",3,"0,09","0,322179764","0,028996179","132,8764716",1,,,,
9782,Energy,Europe,"3436,855729","0,128533004","0,061613527","0,137356449",3,"0,05","0,432794506","0,021639725","197,6150237",1,,,,
9783,Energy,LatAm,"18007,24986","0,45112905","0,111720685","0,449213229",4,"0,06","0,423317104","0,025399026","218,510054",0,,,,
9784,Energy,Europe,"36478,43053","0,646296957","0,266640429","0,564715328",5,"0,05","0,339747475","0,016987374","553,0164001",0,,,,
9785,Energy,LatAm,"11998,06553","0,673050078","0,191030545","0,171293271",5,"0,06","0,464356797","0,027861408","401,7786192",1,,,,
9786,Technology,Europe,"28192,86222","0,117909704","-0,398550836","3,32421332",2,"0,12","0,185131061","0,022215727","17,20750053",1,,,,
9787,Manufacturing,LatAm,"12848,86003","0,666876508","-0,601607245","0,192670322",1,"0,072","3,338717817","0,240387683","0,900954081",0,,,,
9788,Technology,LatAm,"11166,8375","0,642056808","0,212906493","0,678283241",2,"0,144","0,827817217","0,119205679","6,050225733",1,,,,
9789,Technology,Europe,"16857,6157",0,"0,13835995","1,279980547",4,"0,12","0,138297209","0,016595665","51,34563799",1,,,,
9790,Technology,LatAm,"19932,71827","0,866192038","0,181992899","0,466885675",6,"0,144","0,400057225","0,05760824","166,5155537",1,,,,
9791,Technology,LatAm,"6437,027615","0,767975368","0,019441359","0,367080878",2,"0,144","1,417622617","0,204137657","1,739874302",1,,,,
9792,Finance,LatAm,"12885,35572","0,79443493","-0,749508447","0,55869721",4,"0,084","1,586947306","0,133303574","143,506462",1,,,,
9793,Services,LatAm,"40811,20117","0,279887711","0,120182174","0,108970385",1,"0,096","0,946640574","0,090877495","31,07426943",1,,,,
9794,Technology,USA,"11713,63099","0,337182699","-0,034158886","0,867545008",2,"0,096","0,610278682","0,058586753","84,50324395",0,,,,
9795,Finance,USA,"15012,42826","0,065166695","0,493083959","0,391849285",6,"0,056","0,091514435","0,005124808","488,2396638",1,,,,
9796,Technology,USA,"35515,12583",1,"0,180957388","0,341722051",3,"0,096","1,28169265","0,123042494","93,81271425",1,,,,
9797,Manufacturing,Europe,"35878,90217",0,"0,451124326","0,360675128",3,"0,06","0,216219347","0,012973161","1197,618478",1,,,,
9798,Finance,Europe,"30884,41161","0,970120354","-0,403620439","0,076118436",0,"0,07","6,176438138","0,43235067","35,65825402",0,,,,
9799,Services,LatAm,"18311,62338","0,601445084","-0,332267521","0,278112439",1,"0,096","2,215280271","0,212666906","11,04538076",1,,,,
9800,Manufacturing,USA,"48796,9048",0,"0,608202106","0,45025933",3,"0,048","0,176694722","0,008481347","1087,317466",1,,,,
9801,Retail,LatAm,"15013,85966","0,6101654","0,068534064","0,372247113",3,"0,108","0,787092486","0,085005988","21,97797235",1,,,,
9802,Technology,USA,"12997,98101","0,12572539","0,242007165","0,685280837",0,"0,096","0,672966654","0,064604799","361,06669",1,,,,
9803,Energy,Europe,"26883,02369","0,162834104","0,060853872","0,762944501",1,"0,05","0,607699376","0,030384969","171,4245824",1,,,,
9804,Manufacturing,USA,"39728,76059",0,"0,691757496","0,176554884",5,"0,048","0,102280633","0,00490947","731,4925653",1,,,,
9805,Services,LatAm,"47598,63578","0,68235585","0,445981526","0,350979082",2,"0,096","0,820421299","0,078760445","316,666761",0,,,,
9806,Finance,LatAm,"41089,51943","0,220282119","0,986241784","0,424175943",1,"0,084","0,311017351","0,026125458","411,2176809",1,,,,
9807,Energy,Europe,"36939,87781","0,022435152","0,07927854","0,093457343",3,"0,05","0,370702849","0,018535142","642,5848175",1,,,,
9808,Retail,LatAm,"93640,20546","0,584649427","0,099141936","0,285461142",3,"0,108","0,767283927","0,082866664","106,5159598",1,,,,
9809,Retail,USA,"71926,60455","0,541027051","-0,025619601","0,220236782",1,"0,072","1,532716708","0,110355603","0,544856631",1,,,,
9810,Finance,Europe,"85266,81864","0,227620771","-0,198328421","0,329084278",1,"0,07","1,078118549","0,075468298","6,713463841",1,,,,
9811,Services,LatAm,"11715,93984","0,37964696","0,318621529","0,234166965",4,"0,096","0,344302526","0,033053042","737,1980298",0,,,,
9812,Manufacturing,Europe,"27655,1609",1,"-0,358031367","0,478842713",1,"0,06","3,738221677","0,224293301","15,06122142",1,,,,
9813,Technology,Europe,"14008,63851","0,437812579","0,154090116","1,289675983",1,"0,12","0,642615161","0,077113819","4,143746073",1,,,,
9814,Retail,LatAm,"2501,203409","0,724443583","0,064489862","0,03585699",4,"0,108","0,822215312","0,088799254","2,367566008",1,,,,
9815,Retail,Europe,"18716,95201",0,"0,027035834","0,108952267",3,"0,09","0,374744069","0,033726966","946,8881957",1,,,,
9816,Energy,USA,"8142,210428","0,213749782","0,240397918","0,52751209",4,"0,04","0,250692224","0,010027689","2134,815515",1,,,,
9817,Services,LatAm,"7389,275291","0,54573183","-0,269176331","0,951664737",1,"0,096","1,366075059","0,131143206","86,77735304",1,,,,
9818,Manufacturing,Europe,"28721,00574","0,543142491","0,025086742","0,782180642",2,"0,06","0,817533559","0,049052014","145,0596829",1,,,,
9819,Services,USA,"4943,244864","0,175862164","0,382464063","0,802973253",2,"0,064","0,326228428","0,020878619","162,9852307",1,,,,
9820,Manufacturing,LatAm,"80072,02345","0,267561027","1,060479488","0,428803581",4,"0,072","0,125739907","0,009053273","411,8243652",1,,,,
9821,Energy,Europe,"101160,4077","0,051077853","0,003392824","0,473028226",1,"0,05","0,629210036","0,031460502","143,0049697",1,,,,
9822,Services,USA,"17795,66595","0,164293039","0,484129633","0,604434679",1,"0,064","0,431750496","0,027632032","721,7482204",1,,,,
9823,Retail,Europe,"15339,28894",1,"0,128170182","0,689789347",5,"0,09","0,623089659","0,056078069","126,0096506",1,,,,
9824,Energy,LatAm,"17065,74727","0,544323138","0,018612431","0,248697167",0,"0,06","1,961135598","0,117668136","547,8954803",0,,,,
9825,Services,LatAm,"79274,00892","0,751602977","0,916797716","0,035145992",6,"0,096","0,200494945","0,019247515","503,2212356",1,,,,
9826,Finance,Europe,"33431,39642",0,"1,138505218","0,047608739",2,"0,07","0,17164797","0,012015358","57,89098475",1,,,,
9827,Services,LatAm,"38031,52972","0,636754807","-0,340874848","0,205276036",0,"0,096","3,298174193","0,316624722","35,51359986",0,,,,
9828,Finance,LatAm,"26834,51293","0,368670748","-0,003155818","0,428929368",5,"0,084","0,314018699","0,026377571","8,612410039",1,,,,
9829,Energy,Europe,"47479,04027",1,"0,070986067","0,099978229",7,"0,05","0,486277816","0,024313891","146,9826086",1,,,,
9830,Finance,LatAm,"60555,55372","0,857976237","0,441540322","0,611451367",4,"0,084","0,51669545","0,043402418","749,0915987",0,,,,
9831,Energy,LatAm,"55677,15597","0,682114731","0,109516618","0,378059305",1,"0,06","1,529018195","0,091741092","29,40736953",1,,,,
9832,Technology,Europe,"29251,48147",1,"-0,30745581","0,419044613",0,"0,12","4,942807569","0,593136908","5,268757084",0,,,,
9833,Manufacturing,USA,"10602,2317","0,29833289","0,410905352","0,394429168",2,"0,048","0,467376283","0,022434062","111,5564787",1,,,,
9834,Services,LatAm,"6972,886717","0,620224348","-0,711691501","0,258527072",3,"0,096","1,845526286","0,177170523","72,61537015",1,,,,
9835,Energy,Europe,"9988,548807",1,"0,056791235","1,090119846",5,"0,05","0,547796639","0,027389832","220,3760297",1,,,,
9836,Manufacturing,Europe,"87879,84871",0,"1,134706507","0,182444021",1,"0,06","0,217419086","0,013045145","166,4590464",1,,,,
9837,Services,Europe,"67822,16388","0,05457347","0,485012067","0,033216331",2,"0,08","0,360681483","0,028854519","479,7373415",0,,,,
9838,Manufacturing,USA,"52783,70378",0,"0,676985084","0,405139752",2,"0,048","0,227739019","0,010931473","311,5601253",1,,,,
9839,Services,USA,"38632,9692","0,272319377","0,380250003","0,158985353",4,"0,064","0,286142994","0,018313152","9,489914214",1,,,,
9840,Technology,LatAm,"15778,65194","0,652000988","0,101913716","1,212008863",5,"0,144","0,292316937","0,042093639","95,31212249",1,,,,
9841,Retail,USA,"18150,31838","0,770072861","0,011896154","0,19177988",2,"0,072","1,564119738","0,112616621","14,77674314",1,,,,
9842,Services,USA,"40295,20776",0,"0,61817266","0,56314799",2,"0,064","0,223186696","0,014283949","156,1864155",1,,,,
9843,Energy,USA,"42037,07622","0,603542282","-0,576959928","0,989514945",1,"0,04","1,988769047","0,079550762","63,28416546",1,,,,
9844,Manufacturing,LatAm,"532172,2934","0,661367263","-0,278036841","0,59229794",1,"0,072","1,961949781","0,141260384","6,979979009",1,,,,
9845,Technology,LatAm,"17305,61581","0,888403645","-0,335902038","0,417362662",4,"0,144","1,296704666","0,186725472","194,9207948",1,,,,
9846,Technology,Europe,"19966,70985","0,060017186","0,03845412","0,290119555",1,"0,12","0,674699334","0,08096392","6,66318324",1,,,,
9847,Services,LatAm,"21960,77217","0,801966872","-0,582330445","0,368483898",1,"0,096","3,67311033","0,352618592","9,119716221",1,,,,
